COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,CONTRACT_NAME
20560,"Monitors, Color and Monochrome, Environmentally Certified","Dell 25"" Monitor    25180 - Contract #: DIR-SDD-1951 - E-Quote #: 1021758094085",25180 - Monitors - Austin Water Utility
20710,COMPUTER ACCESSORIES AND SUPPLIES,PR001006  DIR-TSO-3763  Dell Urban Backpack 15,Dell Equipment for New PWD Staff
20454,"Microcomputers, Handheld, Laptop, and Notebook",Dell Latitude 7200 2-in-1 Keyboard,For New WPD HR Employee
204,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTE,Cisco ASR1009-X Chassis,Critical Replacement
20684,"Scanners, Document: Handheld, Desktop, and High Vo","Muni Crt 1085638  HP LJ printers, scanners, laser & keyboard","Muni Crt 1085638  HP LJ printers, scanners, laser & keyboard"
20560,"Monitors, Color and Monochrome, Environmentally Certified",Ticket 28809  Quote # 1024354485541  DIR-SDD-1951,28809 - APH  Dell
20454,"Microcomputers, Handheld, Laptop, and Notebook",Tripp Lite HDMI to DVI Cable Adapter Converter Compact  HDMI to DVI-D F/M  954906  27681 - Quote #JQNX749 - Contract #DIR-TSO-2661,Computer Hardware
20448,Keyboards,PR0010956  TX- DIR-TSO-3763  Dell Latitude 7200 2-in-1 Keyboard,Bulk Replacements for Dell Venue tablets WPD
20460,"Monitors, Color and Monochrome (CGA, VGA, SVGA, et","Dell 22"" Monitor - P2219H",Computer Hardware Hoteling Spaces Stock
20560,"Monitors, Color and Monochrome, Environmentally Certified","PR0014356  DIR-TSO-3763  eQuote 3000126181729   24"" Monitor","Laptop, monitor, backpack, keyboard, docking station"
20710,COMPUTER ACCESSORIES AND SUPPLIES,"CUS,KYBD,SBASE,80,US,ENG,5290D  28713 - Quote #3000028548297.1","PC, Laptops & Acc"
20600,COMPUTER HARDWARE AND PERIPHERALS FOR MINI AND MAI,Attn: Eric Guzman  2500 Montopolis Drive   Austin Texas 78741   Please send invoice to AEITVendor_AssetManagement@austinenergy.com,HW-REL-NUTANIX NODE SYSTEM-ANDY IBARRA
2046874,"STATIONS, DOCKING, MICROCOMPUTER",Panasonic Desktop Replicators supporting USB 2.0 for the CF-29/CF-30: AC Adapter not included  Qty 4 @ $252.48 per quote# SQ-104597 and 20 @ $252.48 per quote# SQ-104598 Buyer: Dennis Phipps,"Panasonic Toughbooks, warranty and docks"
20560,"Monitors, Color and Monochrome, Environmentally Certified","PR0013236  DIR-TSO-3763  e-Quote 3000092006805    24"" Monitor",Monitor
20560,"Monitors, Color and Monochrome, Environmentally Certified",PR0015047  eQuote No. 3000141251456  TX- DIR-TSO-3763    Dell 24 Monitor,Laptops for new employees. Monitors for equipment refresh.
20468,"Peripherals, Miscellaneous: Joy Sticks, Graphic Di",PR0010435  Quote 1000452409682  Dell AX510 Sound Bar - speakers for PC,10345-Dell-Police
20560,"Monitors, Color and Monochrome, Environmentally Certified","Ship To:  Austin Energy  Attn: Richard Brink  2500 Montopolis Drive  Austin, Texas 78741    Please send invoice to:  AEITVendor_AssetManagement@austinenergy.com",HW-REL-HP 32 INCH MONITORS-HEIDI SCHRAB
20560,"Monitors, Color and Monochrome, Environmentally Certified",16335- Dell Professional P2012H 20-inch Flat Panel Monitor,16335-Ansy Allen-Desktop/Monitor
45087100001,16D320 COOLER BEVERAGE PORTABLE CAPACITY 1 GALLON,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 6/26/2018,Grainger material for AWWBSC
41558,"Refrigerators, Laboratory, Specialized: Explosion-",PR 829 vaccine refrigerator,PR829 Vaccine Refrigerator
3103,"Air Conditioners: Commercial, and Parts and Access",,BSD - Oct. 2009 - Heat Pump for Bus Station
74045,Ice Making and Dispensing Machines (Not Dry Ice),Buyer: Annie Cannon 322-6472  Requestor: Clint Correll 505-7605  per Bid Specs APC00176 Re-Bid,Ice Machine Head
39091,"Water, Drinking (Including Distilled)","COLD & HOT WATER COOLERS, 14 EACH",Drinking Water Service - 11/1/12-11/30/12
45044121002,WATER COOLER PLASTIC W/PRESSURE FIT LID 3 GALLONS,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 10/26/17,MSC material for Glen Bell warehouse
39091,"Water, Drinking (Including Distilled)","COLD & HOT WATER COOLERS, 13 EACH",COMM/DISPATCH BOTTLED WATER
45044121003,WATER COOLER PLASTIC W/PRESSURE FIT LID 5 GALLONS,MSC# 89886527,MSC VMI material for Webberville warehouse
3103,"Air Conditioners: Commercial, and Parts and Access",,"Jan. 2011 - Valve Actuator, WO 121831"
45044121001,WATER COOLER PLASTIC W/PRESSURE FIT LID 2 GALLONS,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,MATERIAL NEEDED AT WBSC
74045,Ice Making and Dispensing Machines (Not Dry Ice),"Bin to be able to hold 1120lbs of ice. Dimensions to meet 60"" wide x41"" dept x 62"" height. or buyers equal",Ice machines heads and Ice bin
45087100001,COOLER BEVERAGE PORTABLE CAPACITY 1 GALLON,RC LN_____ QTY DEL_____ P/F____ B/O_____ DEL DATE_________,material needed at wbsc
45044121003,WATER COOLER PLASTIC W/PRESSURE FIT LID 5 GALLONS,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,MSC items for Glen Bell warehouse
45044121003,WATER COOLER PLASTIC W/PRESSURE FIT LID 5 GALLONS,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,MSC VMI for Webberville warehouse
39091,"Water, Drinking (Including Distilled)","COLD & HOT WATER COOLERS, 13 EACH",INFO SYSTEMS BOTTLED WATER
3176,AIR CONDITIONER PARTS & ACCESS,ECC Cooling Tower Fan Motor.  Buyer: Annie Cannon 322-6472  per bid spec APC0085,Cooling Tower Fan Motor.
39091,"Water, Drinking (Including Distilled)","COLD & HOT WATER COOLERS, 14 EACH",FACILITIES BOTTLED WATER
3113,"Chillers, Heat Exchangers and Receivers",Chiller repair @ operations building,chiller repair
310428,"CHILLERS, AIR COOLED",LF 850W 19 WTR CHILL AIR COOL Catalog# EER191,Chiller  Max PO: 13548  PR: 11333
550488,"VALVES, AIR CONDITIONER",,Expansion Valve PN# 49K03  MAX PO# 3127
312585,"PARTS AND ACCESSORIES, AIR CONDITIONING AND HEATIN",,November 2010 - Part Purchase - WO 120515
45087100001,16D320 COOLER BEVERAGE PORTABLE CAPACITY 1 GALLON,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN  5/6/2019,MSC material for AWWBSC
3106,"Air Conditioning and Heating: Central Units, and P",Buyer; Annie Cannon 512-322-6472  Requester: Jesus Tristan 505-7057  REQ; APC0383,4-ton wall mount heat pump.
45087100001,COOLER BEVERAGE PORTABLE CAPACITY 1 GALLON,RC LN______QTY DEL______P/F____B/O____DEL DATE_______,material needed at awgbsc
45044121001,WATER COOLER PLASTIC W/PRESSURE FIT LID 2 GALLONS,RC LN___ QTY DEL___ P/F____ B/O____ DEL DATE_______,material needed at awgbsc
39091,"Water, Drinking (Including Distilled)",COLD & HOT WATER COOLERS,"Drinking Water Service - March 4-20, 2009"
74045,Ice Making and Dispensing Machines (Not Dry Ice),Manitowoc QM30A Ice Cube Machine per Quote BDB10005,Ice Cube Machine
607108,AIR CONDITIONING AND HEATING PARTS AND ACCESSORIES,"14"" wide 6"" tall 26"" long  Invoice 0102215 10/22/15 rec'd 12/29/15","Oct, Dec 2015 - AC Line Cover, Duct WO 38427, 39632"
2253055,"PARTS AND ACCESSORIES, WATER FOUNTAIN (MISC)",,Drinking fountain chillers for ABIA PR 5419 MAX PO 7380
45044121003,WATER COOLER PLASTIC W/PRESSURE FIT LID 5 GALLONS,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,MSC material for Webberville warehouse
45044121003,WATER COOLER PLASTIC W/PRESSURE FIT LID 5 GALLONS,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,MSC for Webberville Store
3113,"Chillers, Heat Exchangers and Receivers",March 2021 Emergency Chiller Rentals,March 2021 Emergency Chiller Rentals
3106,"Air Conditioning and Heating: Central Units, and P","RFQ APC0404  3-Ton Heat Pump Split System with 10-KW Heat Kit.   208/230-Volt, Single-Phase. 13 SEER Minimum.  R410A Refrigerant. Air Handler Filter Base with Filter.  Programmable Universal (Auto Change-Over) Thermostat.  Ultralite Condenser Unit Pad.",3 ton heat pump HVAC systems for Sub-station upgrades
20464,"Network Components: Adapter Cards, Bridges, Connec",Tripp Lite Portable Cooling Unit / Air  Conditioner 12K BTU 3.4kW 120V 60Hz - rack  air-conditioning cooling system  SRCOOL12K  23865 - Quote #217986653 - Contract #DIR-TSO-2675,23865 - A/C Units - CTM
45044121001,WATER COOLER PLASTIC W/PRESSURE FIT LID 2 GALLONS,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at awgbsc
67033145003,CAP BRASS 1 IN,RC LN_____QTY DEL______P/F____B/O____DEL DATE________,material needed at awgbsc
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","SpecCheck Secondary GEL Standard Set, Mono.& Free Ammonia","SpecCheck Second GEL Standard, Mono.& Free Ammonia"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","This is a 36-month contract for HACH Catalog Supplies with three 12-month extension options.  Contractor offers a 5% discount off their catalog prices for the life of this contract.  Total Chlorine Reagent Sets, SF80 Stock, Orwick","Total Chlorine Reagent Sets, SF80 Stock, Orwick"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",,"Salt Bridge, Ammonia reagents, total chlorine reagents"
22018351001,GAUGE PRESSURE 2-1/2 DIAL 1/4 NPT 160 PSI,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 2/28/2018,Grainger material for Glen Bell warehouse
34054,Gas Detection/Monitoring Equipment (Firemen),Buyer: Annie Cannon 322-6472  Requestor Prudence Chappo  per bid speca APC00144  5-Monitors 1-Bump & Calibration 1-Bottle Gas,Air Monitor Safety
22018351001,GAUGE PRESSURE 2-1/2 DIAL 1/4 NPT 160 PSI,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed for Glen Bell warehouse
2062838,"DIGITAL PROCESS CONTROL SYSTEMS, (UPS), INCLUDING PARTS AND",15 each REPL Reflector #ALBR9239 @8.59 = $128.85,Marking Reflectors for BHS  MAX PO# 11626 PR#9450
1756728,"CALIBRATION KITS, VOLUME, PIPETTER",,test equipment for pressure rings
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","AS PER YOUR ATTACHED QUOTATION #100044752V1 DATED 11/5/14 IN THE AMOUNT OF $3650.85 PLUS ESTIMATED SHIPPING, TOTAL AMOUNT NOT TO EXCEED $3741.","METERIN EQUIPMENT, BEACHY"
256042,"GAUGES, PRESSURE AND VACUUM",Transformer Gauges  payment terms Net 30,Substation Maintenance Spares - T. Hepburn
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",Laboratory Supplies,Laboratory Supplies
49396,"Water Quality Monitoring Equipment: BOD Analyzers,",,ISCO Inc. Model 701 pH and Temperature Module Ordering
2201530,"FLOWMETERS, BRAND LISTED OR EQUAL",part # 9489000,HACH level meters for Webberville SOS
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",SpecCheck Secondary Gel Standard Set,Hach Supplies/Davis WTP/Anders
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",6131000 KIT DIG DO & PH Floatation Mt.,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",5 items @ 15.19 each,Reagent Kits & Sample cells/Ullrich WTP/Bowman
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","PEEK SALT BRIDGE, KYNAR (PVDF) OUTER JUNCTION, 1 EACH, $69.68","HACH,WCREEK"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",Gel standard chlorine Mid Range Part #2893300,Hach Chlorine Parts
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",,"Hach Colorimeter, Maintenance Kit, Chemicals"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","INDICATOR SOLUTION, HARDNESS 5-100 MG/L",HACH INSTRUMENT SUPPLIES WTP4
81558,"Pressure Gauges (Not Hospital, Laboratory, and Ref",,Digital pressure gauge and duct mask tape
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",STABICAL CALIBRATION STANDARD,CHLORINE REAGENT / MAINTENANCE KIT
22016,Flow Controllers and Recorders (For Liquids),Memosens Cable. Part# CA/MS-010NAA. DMS Quote# 222865 Reference: M4Knick Inquiry,M4Knick Ph probes for Ph measurement at Ullrich WTP
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",,Rebuild Turbimeter for Ullrich
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","PHOSVER PILLOWS, PART # 2106069, 4 EA, $115.12 EA","HACH, PPLTS,LS"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",Solution Buffer PH7 Standard Cell Salt Bridge 500ml@25M1A1025-115,Salt Bridge/Chlorine Buffer~Ullrich WTP
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",MSM_PHD ANNUAL SUBSCRIPTION FEE  4 EACH AT $264/EACH,Controller with trending/ maintenance software Walnut Creek
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","CLEANING UNIT AN-ISEsc, A-ISEsc, N-ISEsc, 1 EACH, PART # LZY706, HACH QUOTE 100074823V3","HACH, WALNUTCREEK"
69062,"Recorders, Circular and Strip, and Accessories (In",,Secondary Treatment Effluent 392 Circular Chart Recorder
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","DPD TOTAL CHLORINE REAGENT FOR 25 ML HACH PART # 14064-28 1 EACH, $186.20, AMMONIA CYANURATE 10 ML, HACH PART # 26531-99, 2 EACH $40.46 EACH, AMMONIA SALICYLATE REAGENT 10 ML HACH PART # 26532-99, 2 EACH $60.51 EACH","HACH, ANDERSON_MILL"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","AMMONIA CYANURATE, PART # 2653199, 4 EACH, $167.00","HACH, ANDERSONMILL"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","CABLE ASSY, 7.7M PROBE EXTENSION, ITEM 5796000","HACH, WCREEK"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",,HACH MOTOR AND MAIN BOARD
83041,Leak Detection and Vapor Monitoring Equipment,WET WELL WIZARD,WET WELL WIZARD BLOWER
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",,Handcox WTP - HACH - October Reagents - 10/16/2019
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",,Lab Reagents
78000,SCALES AND WEIGHING APPARATUS (SEE 175-08 FOR LABO,MA420GPA PRESSURE TRANSMITTER,Hydraulic Load Cell
67014,"Gas Meters, Indicating and Recording",XNXXSH1SS XNX & SERIES 3000 SENSOR ASSEMBLY: HYDROGEN SULFIDE (H2S) DEFAULT RANGE 0-15 PPM (CUSTOMIZED FULL-SCALE RANGE BETWEEN 10 TO 50 PPM)  1 EACH AT $433.20 EACH,HONEYWELL GAS DETECTORS AND CALIBRATION PARTS
69088,"Transmitters, Pressure",FREIGHT,SFC - PRESSURE TRANSMITTER FOR STOCK - NOV 2023
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",This is a 36-month contract for HACH Catalog Supplies with three 12-month extension options.  Contractor offers a 5% discount off their catalog prices for the life of this contract.,Laboratory Supplies for WQL
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",Free Ammonia Reagent PN2877436 Qty:9@41.18,"Ammonia, Monochlor Reagents & Colorimetters"
2204586,"TRANSMITTERS, DIFFERENTIAL, PRESSURE",Scalable MultiVariable Pressure  Transmitter  3051SMV2M42NNN2F12A1AB1C2M5,HB: PRESSURE TRANSMITTER
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","This is a 36-month contract for HACH Catalog Supplies with three 12-month extension options.  Contractor offers a 5% discount off   their catalog prices for the life of this contract.  PARTS AND ACCESSORIES, FLOWMETER for ULLRICH WTP","PARTS AND ACCESSORIES, FLOWMETER for ULLRICH WTP"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","5ea - CL17 Free Reagent Set, 2556900",Hach Supplies
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM","SD900 AWRS (115V) W/24 1 LITER BOTTLE KIT, PART # 900SDRAWRS24, REF. QUOTE# 0KF121200259, 12/04/12","HACH, SAMPLER, BOTTLES"
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",Filtrax Maint Kit & Fitting Finger Tight for Walnut Creek,Filtrax Maint Kit & Fitting Finger Tight for Walnut Creek
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",,CL17 Main Board
49396,"Water Quality Monitoring Equipment: BOD Analyzers,",Sonde/Probe Aqua Troll pH/ORP Sensor     Part #0063470,AquaTROLL Water Quality Monitoring Equipment/Sondes
22016,Flow Controllers and Recorders (For Liquids),"multi-purpose half cable, 10ft., 6 pin auxiliary connector one endopen leads other end",Council Limit Sole source request for R Cameron (CSS)
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",RR 2100Q PORTABLE TURBIDIMETER  STANDARD LEAD TIME 3 DAYS  1 EACH AT $1199.85,TURBIDIMETER AND LAMP ASSEMBLY FOR WALNUT CREEK
72574,"Two-Way Radio, Portable, Including Vehicle Radio R","Motorola quote scc81214a  H51UCH9PW7 N, QA02756, G996, QA01648, Q947,   QA01833, H869, CREDIT, QA02749, Q887, QA01767,   QA00580, PROMO, QA00583, QA00782",Motorola quote scc81214a
72582,"Two-Way Radio Supplies, Parts, and Accessories",8505241U06  ANT WHIP 700/800/900 STUBBY,"MOTOROLA $13,556.66  SEE ATTACHED"
7252762,"RADIOS, MOBILE, HIGH FREQUENCY, INCLUDING EXTENDED",Motorola quote scc17310c  APX8500 ALL BAND MP MOBILE (VHF / 700 / 800 / UHF)  HSEM,Motorola $30234.72  Quote scc17310c
72582,"Two-Way Radio Supplies, Parts, and Accessories",450-470 Unity Antenna,TESSCO $9382.42 SEE ATTACHED
204,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTE,AXIS Q6125-LE PTZ Network Camera 60Hz - network  surveillance camera,Security Cameras - APL
2875555,POWER SUPPLY (MISC.),"6001197: 6in1 SharkFin Antenna - 2xLTE,  GNSS, 3xWiFi, 2.4/5GHz, Bolt Mount, 4m, Black","GTS Technology Solutions, Inc. WO530775 $405,450.00"
20464,"Network Components: Adapter Cards, Bridges, Connec","16199- M6110135MP1D3607 - ""TerraWave - 2.4-2.5/5.15-5.85GHz 11/13.5dBi MIMO Panel Antenna",16199- Del Randall-Austin Police Department Digital Vehicula
88011,Audio Visual Equipment and Supplies (Not Otherwise,Logitech Rally Mic Pod - Microphone  16 Each @ $307.99,Logitech Equipment
72582,"Two-Way Radio Supplies, Parts, and Accessories",Cisco Aironet antenna 2 3788425   Mfg. Part#: AIR-ANT2566D4M-R=  UNSPSC: 43221706,CDWG ABIA CMF Drawings  WO504581 $954.62
72574,"Two-Way Radio, Portable, Including Vehicle Radio R",APX4000 Model 3  APX 4000 7/800 MHZ MODEL 3 PORTABLE  H51UCH9PW7 N  ADD: TWO KNOB CONFIGURATION  QA04865  ENH: 3600 OR 9600 TRUNKING BAUD SIN  QA02756  ADD: PROGRAMMING OVER P25 (OTAP)  G996  ADD: TDMA OPERATION  QA00580  ADD: ADVANCED SYSTEM KEY - HARDWARE KEY  QA01648  ENH: APX GPS ACTIVATION  QA00782  ADD: PACKET DATA (IV&D AND RS232)  INCLUDED  ENH: RADIO AUTHENTICATION  QA01767  ADD: EXTREME NOISE REDUCTION  QA01833  ENH: MULTIKEY  H869  MULTIKEY CREDIT  CREDIT  ALT: IMPRES LI-ION 2300MAH UL BATTERY (NNTN8560A)  QA00582  ADD: 5 YEAR SERVICE FROM THE START LITE  Q887  ADD: ENABLE BLUETOOTH SW  INCLUDED  RADIO MANAGEMENT SOFTWARE  T7914  RM DELIVERY OPTION  UA00049AA  PROMO  ADD: GROUP SERVICES  QA09008,"MOTOROLA ORDER 19,496.04   Quote#:scc3918b"
72559,Telecommunication Parts and Accessories (Not Other,MS-1350B,Setcom $51675.75  Quote 929360
72582,"Two-Way Radio Supplies, Parts, and Accessories","KZA0154  Factory Install Option, High Power, 110W KNG-M150 Only",BK Tech $45560.80. WO562547  HGAC Quote 00010880. PR0013013.
72582,"Two-Way Radio Supplies, Parts, and Accessories",PMKN4012 - Portable Programming Cable,Motorola   $329.13
7255130,"CELLULAR PHONES, COMPLETE UNITS (BRAND LISTED OR E",22039 AT&T quote 43806 Sierra Wireless GX450 - Ethernet Option,22039 AT&T quote 43806 Sierra Wireless GX450 - Ethernet Opt
68016101004,POUCH RADIO WEB,,pager pouches & radio holsters
72560,Telecommunication Equipment (Via Satellite) for Po,,Satelite Telephone system for SCC
55088760010,3 section Astro-Brac Kit with 84 inch cable,,Inventory Purchase
8407077,"VIDEO RECORDING SYSTEM AND AUDIO EQUIPMENT, VEHICL",1048017  Havis docks for APD MDCs DS-PAN-111-2-ZZ1,1048017-Brenda Barnard-Havis Docks
72582,"Two-Way Radio Supplies, Parts, and Accessories","MOTOROLA RKN4105 CABLE, PROGRAM & TEST, JEDI","RZ COMMUNICATIONS $10,594.35 SEE ATTACHED"
72582,"Two-Way Radio Supplies, Parts, and Accessories",152-162 MHz Unity 1/4 Wave Antenna w/ Brass Button  Mfr: Laird Technologies Mfr P/N: QW152,"TESSCO  DIX $2,963.05 SEE ATTACHED"
72582,"Two-Way Radio Supplies, Parts, and Accessories","6982700  MHz LTE Low Profile  Antenna, No Mount","TESSCO PARTS $2,999.80 SEE ATTACHED"
72574,"Two-Way Radio, Portable, Including Vehicle Radio R",APX 4000 7/800 MHZ MODEL 3 PORTABLE   APX 4000 7/800 MHZ MODEL 3 PORTABLE H51UCH9PW7 N  ADD: TWO KNOB CONFIGURATION QA04865  ENH: 3600 OR 9600 TRUNKING BAUD SIN QA02756  ADD: PROGRAMMING OVER P25 (OTAP) G996  ADD: TDMA OPERATION QA00580  ADD: ADVANCED SYSTEM KEY - HARDWARE KEY QA01648  ADD: P25 LINK LAYER AUTHENTICATION QA01767  EXTREME NOISE REDUCTION QA01833  ADD: GROUP SERVICES QA09008  ALT: IMPRES LI-ION 2800MAH (PMNN4448) QA02750  ADD: 5 YEAR SERVICE FROM THE START LITE Q887  RADIO MANAGEMENT SOFTWARE T7914  RM DELIVERY OPTION UA00049AA,"MOTOROLA WO611135 13,240.68"
72574,"Two-Way Radio, Portable, Including Vehicle Radio R","Motorola quote scc61112V1, ABIA APX4000 Model 3 portables, H51UCH9PW7 N,  QA02756, G996, QA01648, Q947, QA01833, H869, CREDIT,   H886AQ, QA01767, QA00580, PROMO",Motorola ABIA APX4000 Model 3  portables
72582,"Two-Way Radio Supplies, Parts, and Accessories",Mini-UHF/M - Mini-UHF/M Rt. Angle Adpt.,"TESSCO  $2,843.48 SEE ATTACHED"
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U","5000-438883     PAMDUIT PUP6ASD04WH-IG  26-4P UTP-CMP SOL BC CAT6A  FE[/FRPVC WHITE JKT REEL   TX6A-SD 10GIG  AS PER QUOTE#00516  Debora Anderson, Buyer I",Cables
20464,"Network Components: Adapter Cards, Bridges, Connec","2.4 GHz 6dBi/5 GHz 8dBi Dual Band Omni Ant., Gray, N conn.  25735 - Contract #: DIR-TSO-2542 - Quote #: AAAQ30792-01",Wireless Infrastructure
65590,"Studio Production Equipment: Backdrop Mechanisms,",Replacement items for MML and CSU per quote #820361960,Replacement items for MML and CSU
72582,"Two-Way Radio Supplies, Parts, and Accessories",Dual Band 2.4/4.9 MHz Phantom Antenna  NMO Black  Mfr: Laird Technologies Mfr P/N: TRAB24/49003,TESSCO 4769.70 SEE ATTACHED
84010,"Antennas and Accessories: Amplifiers, Brackets, Ma",497530  N/F-N/M Right Angle Adpt.,"TESSCO FOR FEWS $5,915.14 SEE ATTACHED"
84010,"Antennas and Accessories: Amplifiers, Brackets, Ma","429700  3/4"" mount, 6GHz, 25' RG NMOKHFUD25","Tessco WO668425 $1,604.00"
55081845815,Variable Sector Antenna - Dual Polarity,Quote # 4767-JJ  Contract # HGACBuy PE05-19    ARC-VS5821SD1 Sector Antenna - Dual Polarity - 4.9 - 5.8GHz,2019-0876 - Intuicom Radios
72516,"Consoles, Communication","Motorola quote scc21515v3, part DSHC113T116F",Motorola quote scc21515v3
72574,"Two-Way Radio, Portable, Including Vehicle Radio R","Motorola quote scc8515b  APX 7500 mobile radio with options, model M30TSS9PW1 N",Motorola quote scc8515b
72582,"Two-Way Radio Supplies, Parts, and Accessories","RMN5089B CommanderII Remote Speaker Microphone w/ Channel Knob, earjack","RZ COMMUNICATIONS  $2,628.00 SEE ATTACHED"
65540,"Cameras, Video, Portable, Body and Dash Cams","300 body worn cameras for year 2 deployment per the contract terms.    Cameras are $1,057.42 each.",Body Cameras for Year 2 Deployment
72582,"Two-Way Radio Supplies, Parts, and Accessories",8505241U11  MOTOROLA 8505241U11 ANTENNA,"RZ COMMUNICATIONS $3,302.90  SEE ATTACHED"
84070,"Video Camera-Recorders, Accessories and Parts (Por",Arbitrator 360  PANASONIC AGENT - STATE OF TX DIR MOBILE DIGITAL VIDEO( # DIR-SDD-1365)  Quote-214844729,#17829-extended hardware warranties for 222 Panasonic VPUs
7252762,"RADIOS, MOBILE, HIGH FREQUENCY, INCLUDING EXTENDED","WCSD  1005397  XTL&XTS 5000 mobile secure radios, dash mount","WCSD  1005397  XTL&XTS 5000 mobile secure radios, dash mount"
72582,"Two-Way Radio Supplies, Parts, and Accessories",TNC/F - SMA/M Adapter RFT-1241-6,"TESSCO 2,704.10 SEE ATTACHED"
72582,"Two-Way Radio Supplies, Parts, and Accessories",MOTOROLA 3385466D01 NAMEPLATE FRONT,"RZ Communications $6,393.12 see attached"
72582,"Two-Way Radio Supplies, Parts, and Accessories",PR0014010  HGAC-BUY RA05-21  eQuote 00012242  KAA0637: Cable Assy Remote Mount 25' KNG-MxxxR & KNG-Mxxx.,BK Technology radios
72582,"Two-Way Radio Supplies, Parts, and Accessories","1585468D42  HSG ASSY, FIN, RUGG,YEL, M3","MOTOROLA $1,882.34  SEE ATTACHED"
72582,"Two-Way Radio Supplies, Parts, and Accessories",IMPRES XP RSM FOR APX W/ DUAL MIC NOISE SUPPRESSION NMN6271A,"MOTOROLA WO552630 $15,198.26"
72574,"Two-Way Radio, Portable, Including Vehicle Radio R","Motorola quote scc8514a, H98UCH9PW7 N, Q806,   H38, Q361, QA00583, QA00782, QA00580, QA01648,   G996, Q947, QA02818, H869, CREDIT, Q887, QA01767, H499",Motorola scc8514a
72549,Radio Frequency Scanner Receivers and Amplifiers,"Library-Manchaca Branch, 12 month warranty for 3M RFID detection system model",22629-Library Manchaca Branch/ installation for 3M/ 12 mth
80340,"Microphones and Related Equipment: Chestsets, Earp",GT Distributors Hawk surveillance/accy EP-EM-SM-RH - 89.10,GT Distributors Hawk surveillance accys. Buyboard 2736.25
72559,Telecommunication Parts and Accessories (Not Other,External Antenna for Fire  Wireless Headset and Base  Technology Type: 1/2 Wave Whip  Frequency: 2.45 GHz  Bandwidth: 120 MHz  Dimensions: 4.35 in H  Impedance: 50 Ohms,SETCOM  WO550875 FOR AFR $47.57
