COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,CONTRACT_NAME,naics_code_final,comment,submission_time,naics_title_final,co2e_per_dollar_final,bea_code_final
6066,SPECIAL SUPPORT EQUIPMENT,replace sweeper valve assembly,repair sweeper,339113,,9/25/24,Surgical Appliance and Supplies Manufacturing,0.17,339113
67070381002,VALVE BALL BRONZE FIP 300 PSI LEVER HANDLE 2IN,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at gbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
67064321001,CORPORTION STOP COMPRESSION BALLCORP BRASS 1IN G.J.,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE_______,material needed at awbsc,332919,,9/25/24,Other Metal Valve and Pipe Fitting Manufacturing,0.24,33291A
34060111004,HYD PART AM DARLING B62B 5-1/4 EXT 6 IN LONG,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Hydrant parts needed for Glen Bell warehouse,332912,,9/25/24,Fluid Power Valve and Hose Fitting Manufacturing,0.24,33291A
67070110009,STOP ANGLE 1 IN COMPRESSION,RC LN___ QTY DEL___ P/F____ B/O___ DEL DATE______,material needed at awgbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
89040102001,COVER VALVE CASING 6 IN C-3,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE________,material needed at awgbsc,332322,,9/25/24,Sheet Metal Work Manufacturing,0.284,332320
34060100001,HYDRANT FIRE 5-1/4 IN 3 WAY 5 FT BURY M J,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,Material needed at Glen Bell warehouse,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
34060,"Hydrants, Fire (Including Accessories and Parts)",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 11/16/21    65858380004 - Qty 400ft @ $1.11ft = $444.00,techline poly for awgbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
89008,Chlorination Equipment and Parts,"QTY: 4 - PN: W3T110037 - EVOQUA,VALVE  BACK PRESSURE,DFA",EI2 - ULLRICH - CRITICAL PARTS - AUG 2023,325180,,9/25/24,Other Basic Inorganic Chemical Manufacturing,1.117,325180
89030107009,WATER VALVE EXTENSION 1 1/2IN (STANDARD 511S-14),RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,Material needed at awwbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
34060100001,HYDRANT FIRE 5-1/4 IN 3 WAY 5 FT BURY M J,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,5' hydrants for Glen Bell warehouse,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
89068120001,VALVE GATE DI  FLANGED BOTH ENDS 4 IN,RC LN______ QTY DEL______ P/F_____ B/O_____ DEL DATE__________,material needed at wbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
67070100015,VALVE GATE BRASS 2 IN WHEEL TYPE,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 8/13/20,Wolseley material for awwbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
89030107008,WATER VALVE EXTENSION 1IN (STANDARD 511S-14),RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE________,material needed at awwbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
34060106008,Hydrant Part EJ 5-1/4 Bottom Barrel Ext. 18 inch,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____  DELIVERY DATE SHALL BE NO LATER THAN 3/6/19,techline material for awgbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
89040100001,COVER VALVE CASING C-7,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________  .  DELIVERY DATE SHALL BE NO LATER THAN  710/20,Fortiline material for AWGBSC,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
67070100005,5EMV8 VALVE GATE BRASS 3/4 IN WHEEL TYPE,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 5/1/2018,Texas Irrigation material for AWWBSC,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
81581571001,"VALVE AIR RELEASE AIR VACUUM FOR WASTEWATER AUTOMATIC 2""",,Air Release Valve-Warehouse,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
67070116002,VALVE BRONZE SWING CHECK CLASS 125 2IN,RC LN____ QTY DEL_____ P/F_____ B/O____ DEL DATE___________,material needed at wbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
34060127003,HYD PART MUELLER CENTURION 5-1/4 UPPER VALVE PLATE #A-36,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material needed at Glen Bell warehouse,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
34060100001,HYDRANT FIRE 5-1/4 IN 3 WAY 5 FT BURY M J,RC LN____ QTY DEL____ P/F_____ B/O____ DEL DATE_________,MATERIAL NEEDED AT AWGBSC,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
6708228,"VALVES, GATE, CAST STEEL BODY, FLANGED, STAINLESS","3"" flanged cast-iron knife gate valves for ULLRICH WTP","3"" flanged cast-iron knife gate valves for ULLRICH WTP",332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
6707658,"PARTS, GATE VALVE",RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at the Meter Shop,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
89068100004,VALVE GATE DI MECH JT 8 IN,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at gbsc,332911,,9/25/24,Industrial Valve Manufacturing,0.24,33291A
88011,Audio Visual Equipment and Supplies (Not Otherwise,SEN SENEW100ENGG3G,AUDIO/VISUAL EQUIPMENT FOR TRAINING ACADEMY,532490,,9/25/24,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.14,532400
88011,Audio Visual Equipment and Supplies (Not Otherwise,"PR0010102-  Barco R9861520NA Clickshare CSE-200 Set incl. Base Unit, 2 Buttons      DIR-TSO-3281",Equipment for new training rooms -HRD,532490,,9/25/24,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.14,532400
8408428,"CAMERA, VIDEO SURVEILLANCE (INDOOR-CLOSE QUARTER)",Quote 1BKZDYQ  NJPA 100614#CDW  Library,22218  AXIS M5014 MINI PTZ NTWK CAMERA   Mfg# 0399 001,334310,,9/25/24,Audio and Video Equipment Manufacturing,0.124,334300
8407077,"VIDEO RECORDING SYSTEM AND AUDIO EQUIPMENT, VEHICL","APD  1012118  Wireless mic, Audio, Micro DVR - Ruben Fuentes","APD  1012118  Wireless mic, Audio, Micro DVR - Ruben Fuentes",334310,,9/25/24,Audio and Video Equipment Manufacturing,0.124,334300
80355,"Paging Systems, Loud Speaker Type","1 each Card, Expansion, 3-Port # IEDA528E $573.75",Paging System Parts for ABIA  MAX PO#11908 PR#9704,-2,,9/25/24,,,
8407075,"VIDEO CAMERA, S-VHS CAMCORDER, PROFESSIONAL GRADE,",APD 1016989  Canon Vixia HF M300 Flash Memory - TCPN #R4713,APD 1016989  Canon Vixia HF M300 Flash Memory - TCPN #R4713,334310,,9/26/24,Audio and Video Equipment Manufacturing,0.124,334300
80355,"Paging Systems, Loud Speaker Type","Crown CT410 and CT810 amps disposal, 07/09/13","Crown CT410 and CT810 amps disposal, 07/09/13",-2,,9/25/24,,,
88011,Audio Visual Equipment and Supplies (Not Otherwise,29869 - Quote # 168115    Item # DE291,29869 - CC Device - CTM,532490,,9/25/24,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.14,532400
84084280003,"CAMERA, VIDEO SURVEILLANCE (INDOOR-CLOSE QUARTER) CCTV CAMER","Inventory Purchase: QTY (30) Spectra HD CCTV Cameras S6220 w/ an HPoe Injector (802.3at) includes Pelco PA402 Pole Adapter and IWM-24-GY Mounting Arm @ Unit Price 2,579.70, for a Total Cost of $77,391.00.",Inventory Purchase: Spectra HD CCTV Cameras,334310,,9/25/24,Audio and Video Equipment Manufacturing,0.124,334300
20710,COMPUTER ACCESSORIES AND SUPPLIES,PR0011762  eQuote 3000066590304  DIR-TSO-3763  -----------------------------------  Logitech Brio 4K Ultra HD Webcam,Videoconference Accessories for Library Staff - APL,423430,,9/25/24,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,0.085,423400
84060,Television Receivers and Consoles,,misc ATO Media,334310,,9/25/24,Audio and Video Equipment Manufacturing,0.124,334300
88011,Audio Visual Equipment and Supplies (Not Otherwise,Panasonic U5 Series 42-inch LCD TV -  TC-L42U5 VIERA 1080p HDTV,#16403-Panasonic 42 inch LCD TV,532490,,9/25/24,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.14,532400
84070,"Video Camera-Recorders, Accessories and Parts (Por","HDR-AX2000/H Sony Sony Handycam Camcorder - High Definition -  professional - widescreen - 1.12 Mpix - optical  zoom: 20 x supported memory: SD, MS PRO Duo,  SDHC - flash card  Included Accessories:  Power Adaptor/ In Camera Charger (AC-L100)  Rechargeable Battery (NP-F570)  Wireless Remote Commander Remote Control  (RMT-845)  L ens Hood  L ens Cap (Built-in Lens Hood)  C omposit A/V Cable  C omponent Video Cable  L arge Eye Cup",HD media camcorder,334220,,9/25/24,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,0.215,334220
8034058,"MICROPHONE SYSTEM, WIRELESS","USD, 33 FT Range, Call Answer, Call End, Redial, Auto Pairing, Auto-Off, Speakerphone, Voice Dial, Call Reject, Voice Guidance, Built-In Microphone, Speaker.",Bluetooth Car Hands-Free-Kit,334220,,9/25/24,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,0.215,334220
88011,Audio Visual Equipment and Supplies (Not Otherwise,"Meeting Rooms 351 & 357  Saros Sound Bar 200, Powered, Black  SAROS SB-200 -P-B  28392 - Quote #011491 - Contract #DIR-TSO-3875",Installing audio video,532490,,9/25/24,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.14,532400
80355,"Paging Systems, Loud Speaker Type","10 EA MICROPHONE - HAND HELD, 110VA @ $324.79 = $3,247.90    Catalog # IED.A501HH",Mic's for Warehouse Stock,-2,,9/25/24,,,
72582,"Two-Way Radio Supplies, Parts, and Accessories",MOTOROLA RLN4884BSP01 TRAVEL CHARGER HOLDER KIT,"RZ COMMUNICATIONS $4,464.41 SEE ATTACHED",423690,,9/26/24,Other Electronic Parts and Equipment Merchant Wholesalers,0.109,423600
88011,Audio Visual Equipment and Supplies (Not Otherwise,,TEEM and Scheduling Panels,532490,,9/25/24,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.14,532400
20454,"Microcomputers, Handheld, Laptop, and Notebook","Samsung DM75E DME Series - 75"" LED display  3790606  28627 - Quote #JZCV031 - Contract #DIR-TSO-3866",TV Eq. -,334111,,9/25/24,Electronic Computer Manufacturing,0.112,334111
8034511,"AMPLIFIERS, POWER SPEAKER",,Ceiling Tile Speaker System for LRC,334310,,9/25/24,Audio and Video Equipment Manufacturing,0.124,334300
84084,"Video and Audio Systems, Accessories Parts (Closed Circuit",SHURE WL184 LAVALIER MICROPHONE,A/V Equipment for ACCD,334220,,9/25/24,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,0.215,334220
56030,"Conveyors, Powered, Roller Type","15"" Cantilever, Heavy Duty   Part # MSI-Cantilever",conveyor system mini,333922,,9/25/24,Conveyor and Conveying Equipment Manufacturing,0.296,333920
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT","1 EA MOTOR, AC - DRUM MOTOR 1.5 HP, 109FPM, NS45913-12, V-Groove @ $4800.00    Catalog # RTM160B30-415GV/109FPM",Motor for Warehouse Stock,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",,Parts for BHS  MAX PO# 7846 PR # 5862,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT","1 EA CLUTCH/BRAKE, Assembly - High-Speed Diverter, CCW, Left-Hand, SCB-10CCW - Catalog # 320-22-020A @ $8089.00  1 EA ROLLER - Drive, 8-3/4"" OD, 1-11/16"" shaft 30""BF - 11K001 - Catalog # 3021190 @ $1100.00  1 EA BELT, Spiral,  48C39-SP90 - Catalog # 48C39-SP90 @ $4531.00  200 FEET BELT, CONVEYOR-36"",GROOVED,INCL/DECL,W/O GUIDES - Catalog # NSL-10ELBV 11 @ $46.00 = $9200.00  6 BOX LACING - BELT FASTENER, Unibar, #2, SS, 12"", - Catalog # U2S12 @ $62.75 = $376.50  1 EA MOTOR, AC - TUBE  FIRE DOOR ELECTRIC  4' 5"" 53-1/2"" - Catalog # B465145 @ $2535.00",JMR - Parts for Warehouse Stock,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT","1 Motor 1.5 HP NEMA 145TC Flange, C/Entry II Manufacturer #41168; Model # 90SP/4 CUST 145TC TW; Catalog #90SP/4 CUST@$494.00",Parts for BHS   Max PO: 13052  PR: 10831,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT","NORD ONLY 10% DISCOUNT  2 EA AC Motor 7.5 HP, TEFC, 1770RPM, NEMA C-Face Catalog # 132SP/4 CUS@$1,015.32=$2,030.64  2 EA Gearbox Reducer Helical Bevel, 40.36.1 Ratio 43RPM Output Catalog # SK9032.1VFN210TC@$3,296.86=$6,593.72  1 EA Gearbox Reducer Helical Bevel, 40.36.1 Ratio 43 RPM Output  Catalog # SK90321VFN210TC@$3,296.86=$3,296.86",Motor & Gear Box for BHS,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",,Clutch/Brake # 5371-273-073  MAX PO# 4923 PR # 2322,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT","Drive pulley, P49387IO/140  2ea @ $911.00 = $1822.00  Freight  1ea @ $94.22 = $94.22",Conveyor Belts & Pulley MAX PO #3994 PR #2201,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",1 each Conveyor Belt # B4938N9690FC/140PG $2863.00  1 each Drive Pulley # P49387IO/140 $911.00  4 each Drive Pulley # P49387IO/100 @858.00 = $3432.00  1 each Tail Pulley #P49387/90/24/140D $911.00  Freight $315.87,Baggage Handling System Parts  MAX PO# 4590 PR # 2642,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
8900550,"BELTS, BELT FILTER PRESS",24 month contract with Ashbrook for repair and parts for the belt press.,STEERING VALVE FOR BELTS,333318,,9/25/24,Other Commercial and Service Industry Machinery Manufacturing,0.244,333318
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",part# 104348-in accordance to quote sheet DCR11033 line 2,torch switch parts at Walnut,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",Shipping & handling,Powerturn parts for stock,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT","2 EA BELT,CONVEYOR,HELIX,49"",38"" ,45 DEG,12"",140 - Catalog # B4938N9645HC/12/140PG-V1 @ $1755.00 = $3510.00",Belts for Warehouse Stock,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",3 EA Conveyer Belt # B4938N9645FC/140PG @ $1731.89 = $5195.67  4 EA Drive Pulley Belt # P49387IO/140 @ $1020.89 = $4083.56,Baggage Handling System Parts'  MAX PO#9757 PR#7755,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT","1 EA PULLEY,CONVEYOR, Drive, 49 IN, 38 IN, 100, Dual @ $991.00    Catalog # P49387IO/CD/100",Pulley for Warehouse Stock,326220,,9/25/24,Rubber and Plastics Hoses and Belting Manufacturing,0.335,326220
89005,Belt Filter Press and Parts,Ashbrook Klampress Belt Press Replacement Parts,belts for belt press 16.30 (2)   16.18 (4),333318,,9/25/24,Other Commercial and Service Industry Machinery Manufacturing,0.244,333318
485,"JANITORIAL SUPPLIES, GENERAL LINE",Janitorial and cleaning supplies for SASAC,Janitorial and cleaning supplies for SASAC,453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
485,"JANITORIAL SUPPLIES, GENERAL LINE",METZ/ JANITORIAL SUPPLIES,Gulf Coast Paper / janitorial supplies / METZ,453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
72027,Fire Equipment Pumps and Pump Parts,,Parts and repairs for Pierce & Oshkosh fire apparatus,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
48500,"JANITORIAL SUPPLIES, GENERAL LINE",,"Mar. 2012 - Order of Gloves, Finish, Trash Liners, Soap",453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
48500,"JANITORIAL SUPPLIES, GENERAL LINE",PR #525  ATTN: Reggie Williams,Restock AFD WHS Janitorial Supplies,453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
48500,"JANITORIAL SUPPLIES, GENERAL LINE",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 11/4/21    48530100001 - Qty 2 DZ @$13.47ea = $26.94,matera material for awwbsc,453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
48500,"JANITORIAL SUPPLIES, GENERAL LINE",411 Chicon Supplies,"Feb. 2014 - Sprayers, Trash Liners, Filters",453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
34000,FIRE PROTECTION EQUIPMENT AND SUPPLIES,"PR562-Replacement Axe Parts, and ShelfStock Items for Shops    2.  ITEM# S54R525-H51 - Adapter 5""Storz x 2.5""FNST Swivel Rocker Lug Aluminum - QTY: 8 EACH @ $113.60 EACH.    3. ITEM# G503 - GASKET BSP 5"" - QTY: 25 EACH @ $5.20 EACH.    4. ITEM #LG25-P18 - Gauge Inline 2.5"" NST - QTY: 5 EACH @ $157.23 EACH.    5.  Freight Charges - $165.00","PR562-Replacement Axe Parts, and ShelfStock Items for Shops",339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34072,"Rescue Equipment, Supplies and Accessories Includi",Wildland Equipment per contract quote 150346,wildland equipment bastrop fire 2011,624230,,9/25/24,Emergency and Other Relief Services,0.248,624A00
34028,"Fire Extinguishers, Rechargers, and Parts",FY23 Fire Extinguisher Services - Muni,FY23 Fire Extinguisher Services,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34000,FIRE PROTECTION EQUIPMENT AND SUPPLIES,,AZW leak in sprinkler line,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34040,"Fire Suppression Hand Tools: Fire Axe, Fire Rack,",OUTBOUND FREIGHT,"FORCIBLE ENTRY TOOLS, RESTOCK FOR SHOPS INVENTORY",332216,,9/25/24,Saw Blade and Handtool Manufacturing,0.24,332200
34000,FIRE PROTECTION EQUIPMENT AND SUPPLIES,3 Manual Squeeze Pipe Tool C100  3 Manual Hand Squeeze Tool C132  3 Static Copper Wire C615-A105  quote #VW209,Pipe Tool,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34072,"Rescue Equipment, Supplies and Accessories Includi","Fire Hose and Rescue Equipment  PR978-HELMETS FOR CADET CLASS 128. BUYBRD 524-17    1.  ITEM#  HTHDOLFPLUS-SPL, HELMET LITE FORCE PLUS PER CUSTOMER SPEC:  YELLOW, QTY:  25 EA @ $188.50/EA    REF QUOTE# 1049055 DATED 09/11/2019 PER MORGAN PHILLIPS    REF BUYBOARD CONTRACT # 524-17    DELIVERY:  3-5 WEEKS  DELIVERY REQUIRES SIGNATURE.   **DO NOT LEAVE UNATTENDED**    REPLACES DO830019091915746-1",PR978-HELMETS FOR CADET CLASS 128. BUYBRD 524-17,624230,,9/25/24,Emergency and Other Relief Services,0.248,624A00
34072,"Rescue Equipment, Supplies and Accessories Includi","PR954-Batteries and Chargers for Rescue Tools    1. ITEM# 272085410 - HURST EXL eDRAULIC BATTERY - QTY: 6 EACH @ $526.14 EACH.    2. ITEM# 272080411 - HURST 110v BATTERY CHARGER - QTY: 2 EACH @ $447.43 EACH.    3. ITEM# 273100620 - StrongArm 110v Charger - QTY: 1 EACH @ $449.40 EACH.    Ref Quote#QT1290120 by David Custer, Dated 8/19/2019",PR954-Batteries and Chargers for Rescue Tools,624230,,9/25/24,Emergency and Other Relief Services,0.248,624A00
48500,"JANITORIAL SUPPLIES, GENERAL LINE",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 1/11/23    66524100002 - Qty 30 @$28.01ea = $840.30,matera material for awgbsc,453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
48500,"JANITORIAL SUPPLIES, GENERAL LINE",RLC Supplies,"April 2014 - Order of Towels, Cleaner, Seat Covers, Pads",453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
34000,FIRE PROTECTION EQUIPMENT AND SUPPLIES,"PR234211-Hose Packs for Battalion 5    1. ITEM# 844-10005 - Hose Pack, The Pack Shack, RED -- QTY: 18 EACH @ $109.95 EACH.    Ref Quote 310066A, Dated 8/14/2023",PR234211-Hose Packs for Battalion 5,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
48500,"JANITORIAL SUPPLIES, GENERAL LINE",RLC Supplies,"Dec. 2014 - Order of Janitorial Supplies, RLC",453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
34000,FIRE PROTECTION EQUIPMENT AND SUPPLIES,ITEM# FREIGHT CHARGES - $138.15,PR275-Restock of Tools & Mounting Brackets for Shops,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
485,"JANITORIAL SUPPLIES, GENERAL LINE",6 CS PEROXY @45.90= $275.40,JANITORIAL SUPPLIES,453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
34072,"Rescue Equipment, Supplies and Accessories Includi",Various fire hose and fittings per quote # 923800.,Fire hose and fittings,624230,,9/25/24,Emergency and Other Relief Services,0.248,624A00
3455636,"HELMETS, SAFETY, FIREFIGHTER, INCLUDING ACCESSORIE",SHIPPING,"WILDLAND FULL BRIM RATCHET HELMETS (ORANGE, RED)",339113,,9/25/24,Surgical Appliance and Supplies Manufacturing,0.17,339113
68008,Police Protection Equipment (Body Armor and Riot S,TACITCAL OUTER CARRIERS BLACK FOR ABA BALLISTIC RESISTENT PACKAGES ITEM AB -TOC PER BUYBOARD QUOTE QTE0039995,TACTICAL OUTER CARRIERS,-2,There are no choices available matching with Given description so no match will be best choice.,9/25/24,,,
48500,"JANITORIAL SUPPLIES, GENERAL LINE",411 Chicon Supplies,"July 2014 - Order of Towels, Trash Liners, Soap",453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
485,"JANITORIAL SUPPLIES, GENERAL LINE",4 cs Glass Cleaner # BRG18 @ 36.96 = $147.84,Janitorial Supplies,453998,,9/25/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
67017,"Irrigation Systems, Supplies, Parts, and Accessori",WEATHERMATIC B15SST NOZZLES,Irrigation Parts  MAX PO# 4413 PR# 2497,333111,,9/25/24,Farm Machinery and Equipment Manufacturing,0.271,333111
67017,"Irrigation Systems, Supplies, Parts, and Accessori",WEATHERMATIC B18F NOZZLES,Irrigation Parts,333111,,9/25/24,Farm Machinery and Equipment Manufacturing,0.271,333111
5158248,"NOZZLES, SPRINKLER, LAWN (WEATHERMATIC OR EQUAL)",,Irrigation Parts for ABIA  MAX PO# 6703 PR # 4789,332919,,9/25/24,Other Metal Valve and Pipe Fitting Manufacturing,0.24,33291A
604539,"FITTINGS, BRASS, FLARED TYPE - BRAND LISTED OR EQU",4FSC4N-316,Parker Fittings,332913,,9/25/24,Plumbing Fixture Fitting and Trim Manufacturing,0.193,332913
67033140014,TEE BRASS 1/4 X 1/4 X 1/4 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed at Glen Bell Warehouse,331511,,9/25/24,Iron Foundries,0.446,331510
65933761001,"COUPLING REDUCER PVC 6"" SPIGOT X 4"" GASKET",OFFSET (ECCENTRIC)    RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,MATERIAL NEEDED AT WBSC,326122,,9/25/24,Plastics Pipe and Pipe Fitting Manufacturing,0.434,326120
67033115003,ELBOW BRASS 90DEG COMP GJ X MIPT 1 IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____  DELIVERY DATE SHALL BE NO LATER THAN 8/28/18,CM material for AWGBSC,332913,,9/25/24,Plumbing Fixture Fitting and Trim Manufacturing,0.193,332913
606090,"HOSE FITTINGS, BRASS AND/OR COPPER","RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 5/17/22    67033165006 - Qty 150 @$9.98ea = $1,497.00",cm material for awgbsc,332919,,9/25/24,Other Metal Valve and Pipe Fitting Manufacturing,0.24,33291A
606090,"HOSE FITTINGS, BRASS AND/OR COPPER",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 6/21/21    67033175008 - Qty 10 @$6.23ea = $62.30,cm material for awwbsc,332919,,9/25/24,Other Metal Valve and Pipe Fitting Manufacturing,0.24,33291A
67033195003,COUPLING BRASS COMP GJ X COMP GJ 1 1/2 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Techline keep stock order for Glen Bell warehouse,332996,,9/25/24,Fabricated Pipe and Pipe Fitting Manufacturing,0.365,332996
34072,"Rescue Equipment, Supplies and Accessories Includi","PR2341980-ASSSET-EV Nozzles for Ops Support,BuyBoard#698-23    1. ITEM# TS-SI-EVUN - SUDZ-IT EV NOZZLE PACKAGE - Nozzle Head 110 gpm, (1) 36"" Extension Tube w/Sled, (2) Fixed Plate Orifices (75 gpm, 85 gpm), fan spray head, 1 1/2"" NH to 1"" F Cam Lock, T-Adapter -- QTY: 1 EACH @ $1,800.00 EACH.    2. ITEM# TS-SI-T250 - The Trident 250 - Electric Vehicle Nozzle - 2-1.5"" dia. Extension Tubes - 1.5"" couplings - 250gpm -- QTY: 1 EACH @ $1,499.00 EACH.    Ref QUO6552, Dated 7/16/2023.",PR234198-EV Nozzles for Ops Support,624230,,9/25/24,Emergency and Other Relief Services,0.248,624A00
